"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Directory","DEG_test"
"Cell adhesion molecules (CAMs)","1/170",0.889130329968586,0.89965258239425,0,0,0.454229028889662,0.0533771124183552,"CNTNAP2","L5","WTvsHET_in_Vehicle"
"Transcriptional misregulation in cancer","1/183",0.906366540132279,0.91169810801541,0,0,0.421503986209869,0.0414386828484724,"MEF2C","L5","WTvsHET_in_Vehicle"
"Olfactory transduction","4/1133",0.999770520853561,0.999770520853561,0,0,0.261714960563499,6.00650178584467e-05,"CAMK2B;CALM1;CALM2;GNG13","L5","WTvsHET_in_Vehicle"
"Ribosome","25/170",6.17328331693783e-25,1.05563144719637e-22,0,0,25.9265596209529,1445.26041903718,"RPL32;RPLP1;RPL6;RPS14;RPL36;RPS3;RPL13;RPL38;RPL37;RPS2;RPS27A;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS26;RPS29;RPS3A1;RPL24;FAU;UBA52;RPS24","L6","WTvsHET_in_Vehicle"
"Alzheimer disease","14/175",9.87775101119305e-11,8.44547711457006e-09,0,0,12.053276178812,277.68519867149,"COX8A;RTN3;NDUFA13;NDUFA4;COX4I1;ATP5J;NDUFC2;ATP5G3;COX5B;COX7C;RTN4;CALM1;CALM2;GAPDH","L6","WTvsHET_in_Vehicle"
"Oxidative phosphorylation","12/134",6.15217700123944e-10,3.50674089070648e-08,0,0,13.4713114754098,285.713650305129,"COX8A;NDUFA13;ATP6V0B;NDUFA4;COX4I1;ATP5J;NDUFC2;ATP5G3;COX5B;COX7C;ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Parkinson disease","12/144",1.41535478701449e-09,6.05064171448696e-08,0,0,12.4444444444444,253.566576410398,"COX8A;NDUFA13;UBB;NDUFA4;COX4I1;ATP5J;NDUFC2;VDAC1;ATP5G3;COX5B;COX7C;SLC25A4","L6","WTvsHET_in_Vehicle"
"Thermogenesis","13/231",3.36670902891529e-08,1.15141448788903e-06,0,0,8.18432026688907,140.825512043536,"COX8A;NDUFA13;NDUFA4;COX4I1;ATP5J;NDUFC2;ACSL3;ATP5G3;COX5B;COX7C;ACTB;ACTG1;GNAS","L6","WTvsHET_in_Vehicle"
"Huntington disease","11/192",3.32403624767184e-07,9.47350330586474e-06,0,0,8.2413031053534,122.934825075047,"COX8A;NDUFA13;NDUFA4;COX4I1;ATP5J;NDUFC2;VDAC1;ATP5G3;COX5B;COX7C;SLC25A4","L6","WTvsHET_in_Vehicle"
"Necroptosis","9/176",1.01518603143487e-05,0.000247995444821947,0,0,7.21385799828914,82.9438830622334,"FTL1;HSP90AA1;HSP90AB1;H2AFJ;FTH1;VDAC1;HMGB1;PPIA;SLC25A4","L6","WTvsHET_in_Vehicle"
"Mineral absorption","5/44",2.30010368634688e-05,0.000423384243584368,0,0,16.8152487688912,179.586373615657,"FTL1;FTH1;ATP1A1;MT1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Gastric acid secretion","6/74",2.44603036949413e-05,0.000423384243584368,0,0,11.6329411764706,123.523909069027,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2;ACTB","L6","WTvsHET_in_Vehicle"
"Non-alcoholic fatty liver disease (NAFLD)","8/151",2.47593124903139e-05,0.000423384243584368,0,0,7.44698544698545,78.9850278568526,"COX8A;CDC42;NDUFA13;NDUFA4;COX4I1;NDUFC2;COX5B;COX7C","L6","WTvsHET_in_Vehicle"
"Cardiac muscle contraction","6/78",3.30563394464303e-05,0.000471052837111632,0,0,10.9844444444444,113.329777869033,"COX8A;COX4I1;ATP1A1;ATP1B1;COX5B;COX7C","L6","WTvsHET_in_Vehicle"
"Salivary secretion","6/78",3.30563394464303e-05,0.000471052837111632,0,0,10.9844444444444,113.329777869033,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2;VAMP2","L6","WTvsHET_in_Vehicle"
"Protein processing in endoplasmic reticulum","8/163",4.27936612384656e-05,0.000562901236290585,0,0,6.86625980819529,69.0685352635635,"PDIA3;HSPA8;HSP90AA1;HSP90AB1;TUSC3;SEC62;SKP1A;HSP90B1","L6","WTvsHET_in_Vehicle"
"Estrogen signaling pathway","7/134",8.80183318711382e-05,0.0010750810535689,0,0,7.29371664112456,68.1084739857044,"HSPA8;HSP90AA1;HSP90AB1;GNAS;CALM1;CALM2;HSP90B1","L6","WTvsHET_in_Vehicle"
"Fluid shear stress and atherosclerosis","7/143",0.000132213868371077,0.00150723809943028,0,0,6.80793525463877,60.8022806459501,"HSP90AA1;HSP90AB1;CALM1;CALM2;ACTB;ACTG1;HSP90B1","L6","WTvsHET_in_Vehicle"
"Oocyte meiosis","6/116",0.000299522355917313,0.00320114517886629,0,0,7.176,58.2211950772778,"YWHAQ;CALM1;SKP1A;CALM2;YWHAZ;YWHAH","L6","WTvsHET_in_Vehicle"
"Synaptic vesicle cycle","5/77",0.000340339937618161,0.00342341937251209,0,0,9.09308314937454,72.6134122075784,"ATP6V0B;SYT1;ATP6V0C;VAMP2;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Phagosome","7/180",0.000537454791958911,0.00510582052360966,0,0,5.34185514218101,40.2170427023355,"ATP6V0B;LAMP1;ATP6V0C;TUBB4A;ACTB;ACTG1;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Proximal tubule bicarbonate reclamation","3/22",0.000642870202832239,0.00578583182549015,0,0,20.4592363261094,150.36654279538,"MDH1;ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Aldosterone synthesis and secretion","5/102",0.00122772132101584,0.0104970172946854,0,0,6.74097084727248,45.182000275342,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"cGMP-PKG signaling pathway","6/172",0.00232818183907708,0.0189580521181991,0,0,4.74168674698795,28.7472708122814,"VDAC1;ATP1A1;ATP1B1;CALM1;CALM2;SLC25A4","L6","WTvsHET_in_Vehicle"
"Thyroid hormone synthesis","4/73",0.00255309522509492,0.0198445128859651,0,0,7.5419527078566,45.0288428119872,"GNAS;ATP1A1;ATP1B1;HSP90B1","L6","WTvsHET_in_Vehicle"
"Tuberculosis","6/178",0.00276164405795752,0.0205322232135102,0,0,4.57488372093023,26.9548905401245,"ATP6V0B;LAMP1;CALM1;CALM2;ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Ferroptosis","3/40",0.00372232141260183,0.026521540064788,0,0,10.4965553789083,58.7115144112696,"FTL1;FTH1;ACSL3","L6","WTvsHET_in_Vehicle"
"Vasopressin-regulated water reabsorption","3/43",0.00457100095940819,0.0303044444650309,0,0,9.7078431372549,52.3060827809692,"GNAS;DYNLL1;VAMP2","L6","WTvsHET_in_Vehicle"
"Insulin secretion","4/86",0.00460769331047254,0.0303044444650309,0,0,6.34210526315789,34.1207033473531,"GNAS;ATP1A1;ATP1B1;VAMP2","L6","WTvsHET_in_Vehicle"
"Antigen processing and presentation","4/90",0.00541316130203058,0.0330589493802582,0,0,6.04589963280294,31.553078679625,"PDIA3;HSPA8;HSP90AA1;HSP90AB1","L6","WTvsHET_in_Vehicle"
"GnRH signaling pathway","4/90",0.00541316130203058,0.0330589493802582,0,0,6.04589963280294,31.553078679625,"CDC42;GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Rap1 signaling pathway","6/209",0.00602565556540937,0.0349204007016698,0,0,3.87014778325123,19.7831466501431,"CDC42;GNAS;CALM1;CALM2;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Adrenergic signaling in cardiomyocytes","5/148",0.00612638608801225,0.0349204007016698,0,0,4.5618950585838,23.2435407394113,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Oxytocin signaling pathway","5/154",0.00722098297382483,0.0398318738233563,0,0,4.37686119383084,21.5812704364513,"GNAS;CALM1;CALM2;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Circadian entrainment","4/99",0.00755747281319786,0.0403852453455261,0,0,5.47063711911357,26.7252572707207,"GNG3;GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Hippo signaling pathway","5/159",0.00823199097958425,0.0426566805305729,0,0,4.23368022705771,20.3205108879935,"YWHAQ;YWHAZ;ACTB;ACTG1;YWHAH","L6","WTvsHET_in_Vehicle"
"Endocrine and other factor-regulated calcium reabsorption","3/55",0.00907906084848867,0.0456623354438695,0,0,7.4630467571644,35.0896377335403,"GNAS;ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Pathways in cancer","10/535",0.00935880593011919,0.0457244518300109,0,0,2.52041748206132,11.7739729132469,"CDC42;HSP90AA1;GNG3;HSP90AB1;GNAS;ELOB;CALM1;SKP1A;CALM2;HSP90B1","L6","WTvsHET_in_Vehicle"
"Influenza A","5/168",0.0102922016114239,0.0488879576542635,0,0,3.99809044001138,18.2967363317147,"HSPA8;VDAC1;ACTB;ACTG1;KPNA1","L6","WTvsHET_in_Vehicle"
"Human immunodeficiency virus 1 infection","6/238",0.0110461534311631,0.0510511415332132,0,0,3.38137931034483,15.2353895202097,"PDIA3;GNG3;ELOB;CALM1;SKP1A;CALM2","L6","WTvsHET_in_Vehicle"
"Thyroid hormone signaling pathway","4/115",0.0126184053353455,0.0553268541626685,0,0,4.6782835467046,20.4562569754498,"ATP1A1;ATP1B1;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Leukocyte transendothelial migration","4/115",0.0126184053353455,0.0553268541626685,0,0,4.6782835467046,20.4562569754498,"CDC42;THY1;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Human cytomegalovirus infection","6/255",0.015085066230335,0.0637948438529063,0,0,3.14779116465863,13.2019935842004,"PDIA3;GNG3;GNAS;CALM1;CALM2;CX3CL1","L6","WTvsHET_in_Vehicle"
"Cell cycle","4/123",0.0158022432384083,0.0637948438529063,0,0,4.36200796107917,18.0918789276814,"YWHAQ;SKP1A;YWHAZ;YWHAH","L6","WTvsHET_in_Vehicle"
"Amphetamine addiction","3/68",0.0161186479423977,0.0637948438529063,0,0,5.96651583710407,24.6284553147621,"GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Lysosome","4/124",0.0162324854768251,0.0637948438529063,0,0,4.32543859649123,17.8240111652506,"ATP6V0B;LAMP1;ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Calcium signaling pathway","5/189",0.0164150475410987,0.0637948438529063,0,0,3.53800748632306,14.5396428364997,"GNAS;VDAC1;CALM1;CALM2;SLC25A4","L6","WTvsHET_in_Vehicle"
"Collecting duct acid secretion","2/27",0.0186745523574806,0.0668174708204056,0,0,10.2955844155844,40.9825365928034,"ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Phototransduction","2/27",0.0186745523574806,0.0668174708204056,0,0,10.2955844155844,40.9825365928034,"CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Adherens junction","3/72",0.0187557812829209,0.0668174708204056,0,0,5.61949417448139,22.344531912835,"CDC42;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Bile secretion","3/72",0.0187557812829209,0.0668174708204056,0,0,5.61949417448139,22.344531912835,"GNAS;ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Alcoholism","5/199",0.0200359413619187,0.0689426335574802,0,0,3.35392913224551,13.1146260940805,"GNG3;H2AFJ;GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Bacterial invasion of epithelial cells","3/74",0.0201586647828889,0.0689426335574802,0,0,5.46064623032311,21.3190239980498,"CDC42;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Dopaminergic synapse","4/135",0.0214539619547728,0.071089636476314,0,0,3.96002410606669,15.2138025506208,"GNG3;GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Renin secretion","3/76",0.021617901150692,0.071089636476314,0,0,5.31050228310502,20.361706024127,"GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"PI3K-Akt signaling pathway","7/357",0.0221546455880631,0.0714800829350714,0,0,2.61664429530201,9.96865089175953,"HSP90AA1;GNG3;HSP90AB1;YWHAQ;YWHAZ;HSP90B1;YWHAH","L6","WTvsHET_in_Vehicle"
"Apelin signaling pathway","4/138",0.0230367163484157,0.0719242630545792,0,0,3.87077769049489,14.5954097262534,"GABARAPL2;GNG3;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Salmonella infection","3/78",0.0231335349005957,0.0719242630545792,0,0,5.1683660130719,19.4665058062463,"CDC42;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"cAMP signaling pathway","5/211",0.0250272646029385,0.0764225401268301,0,0,3.15662573137015,11.6409711147312,"GNAS;ATP1A1;ATP1B1;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Kaposi sarcoma-associated herpesvirus infection","5/216",0.0273227955229855,0.0819683865689564,0,0,3.081039515395,11.091846777742,"GABARAPL2;GNG3;UBB;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Rheumatoid arthritis","3/84",0.0280185720484748,0.0826064796601585,0,0,4.7840716533527,17.1025189154181,"ATP6V0B;ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"Retrograde endocannabinoid signaling","4/150",0.030066895453615,0.0871430359757315,0,0,3.55046863734679,12.442015646237,"NDUFA13;GNG3;NDUFA4;NDUFC2","L6","WTvsHET_in_Vehicle"
"Dilated cardiomyopathy (DCM)","3/90",0.033408489653588,0.0952141955127259,0,0,4.45278341221546,15.1347669394085,"GNAS;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"IL-17 signaling pathway","3/91",0.0343555433354184,0.0963081624648615,0,0,4.40196078431373,14.8389741273555,"HSP90AA1;HSP90AB1;HSP90B1","L6","WTvsHET_in_Vehicle"
"Aldosterone-regulated sodium reabsorption","2/38",0.0353808421190831,0.0975826451994066,0,0,7.14574314574315,23.8781065977116,"ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Prostate cancer","3/97",0.0403271784787127,0.10945948444222,0,0,4.11973299958281,13.2273488234538,"HSP90AA1;HSP90AB1;HSP90B1","L6","WTvsHET_in_Vehicle"
"Melanogenesis","3/100",0.0434970843589143,0.116218772271474,0,0,3.99171214877704,12.5142625552587,"GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Carbohydrate digestion and absorption","2/43",0.0443188889925401,0.116592769503452,0,0,6.27272727272727,19.5479779113951,"ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Glucagon signaling pathway","3/102",0.0456776584523423,0.118346660535614,0,0,3.91067538126362,12.0689150864331,"GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"HIF-1 signaling pathway","3/104",0.0479115752011055,0.122281781483419,0,0,3.83284799068142,11.645718245233,"ELOB;ALDOA;GAPDH","L6","WTvsHET_in_Vehicle"
"Pancreatic secretion","3/105",0.04904839488215,0.123342287130112,0,0,3.79507881584006,11.4419645935182,"GNAS;ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Cellular senescence","4/185",0.057116037153974,0.141548439903327,0,0,2.85882523989532,8.18387422410474,"VDAC1;CALM1;CALM2;SLC25A4","L6","WTvsHET_in_Vehicle"
"Neurotrophin signaling pathway","3/121",0.0689826987768603,0.168514878440616,0,0,3.27783316716517,8.76459662472627,"CDC42;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Platelet activation","3/125",0.0744594544000373,0.178552585772411,0,0,3.16972034715526,8.23335030700739,"GNAS;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Legionellosis","2/58",0.0752755005369085,0.178552585772411,0,0,4.58905380333952,11.8700491155253,"EEF1A1;HSPA8","L6","WTvsHET_in_Vehicle"
"NOD-like receptor signaling pathway","4/205",0.0769211643578602,0.178552585772411,0,0,2.57174653050537,6.59646355399709,"GABARAPL2;HSP90AA1;HSP90AB1;VDAC1","L6","WTvsHET_in_Vehicle"
"Inflammatory mediator regulation of TRP channels","3/127",0.0772683704512187,0.178552585772411,0,0,3.11827956989247,7.98426311851278,"GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Autophagy","3/130",0.0815680274044767,0.185975102482207,0,0,3.04415624517524,7.62962333278645,"GABARAPL2;LAMP1;HMGB1","L6","WTvsHET_in_Vehicle"
"Mitophagy","2/63",0.0867591418908768,0.195208069254473,0,0,4.21183734298488,10.2963396307521,"GABARAPL2;UBB","L6","WTvsHET_in_Vehicle"
"Regulation of actin cytoskeleton","4/217",0.0902551317779189,0.200436721221093,0,0,2.42537682233753,5.83330974332187,"CDC42;TMSB4X;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Glycolysis / Gluconeogenesis","2/67",0.0962972256132562,0.206524333067334,0,0,3.95184815184815,9.2485725520922,"ALDOA;GAPDH","L6","WTvsHET_in_Vehicle"
"Long-term potentiation","2/67",0.0962972256132562,0.206524333067334,0,0,3.95184815184815,9.2485725520922,"CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Vascular smooth muscle contraction","3/140",0.0966195710256535,0.206524333067334,0,0,2.82052382996994,6.59149074328183,"GNAS;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Renal cell carcinoma","2/68",0.0987268816611797,0.208423416840268,0,0,3.89177489177489,9.01100784900347,"CDC42;ELOB","L6","WTvsHET_in_Vehicle"
"Fatty acid biosynthesis","1/14",0.103864392401757,0.2155440986687,0,0,9.84168734491315,22.2881657129565,"ACSL3","L6","WTvsHET_in_Vehicle"
"Viral carcinogenesis","4/229",0.10462081982165,0.2155440986687,0,0,2.29461988304094,5.17990407685974,"CDC42;YWHAQ;YWHAZ;YWHAH","L6","WTvsHET_in_Vehicle"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","2/72",0.10861352505119,0.220547866026787,0,0,3.66864564007421,8.14424415079014,"ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Ras signaling pathway","4/233",0.109629056212145,0.220547866026787,0,0,2.25407952194898,4.98298727013769,"CDC42;GNG3;CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Glioma","2/75",0.116193686975835,0.231036284568231,0,0,3.5173456680306,7.57107517179344,"CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Pertussis","2/76",0.118749791142715,0.233404761901199,0,0,3.46963846963847,7.39288565821744,"CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Hepatitis C","3/160",0.129738463040304,0.252105422498772,0,0,2.45872361683527,5.02129063324786,"YWHAQ;YWHAZ;YWHAH","L6","WTvsHET_in_Vehicle"
"Tight junction","3/167",0.142168412038398,0.269556476561167,0,0,2.35294117647059,4.58998335024284,"CDC42;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"PPAR signaling pathway","2/85",0.142343949416685,0.269556476561167,0,0,3.09200438116101,6.02789027986928,"SCD2;ACSL3","L6","WTvsHET_in_Vehicle"
"Gap junction","2/86",0.145024537097236,0.269556476561167,0,0,3.05504019789734,5.8988314828801,"GNAS;TUBB4A","L6","WTvsHET_in_Vehicle"
"Hypertrophic cardiomyopathy (HCM)","2/86",0.145024537097236,0.269556476561167,0,0,3.05504019789734,5.8988314828801,"ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Viral myocarditis","2/87",0.147715687603928,0.271606264303996,0,0,3.01894576012223,5.77363076724697,"ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Human papillomavirus infection","5/360",0.15112587148996,0.274744625550512,0,0,1.81783415726145,3.43505614230853,"CDC42;ATP6V0B;GNAS;ATP6V0C;ATP6V0A1","L6","WTvsHET_in_Vehicle"
"GABAergic synapse","2/90",0.155849290516957,0.274744625550512,0,0,2.91558441558442,5.41968023039585,"GABARAPL2;GNG3","L6","WTvsHET_in_Vehicle"
"Progesterone-mediated oocyte maturation","2/90",0.155849290516957,0.274744625550512,0,0,2.91558441558442,5.41968023039585,"HSP90AA1;HSP90AB1","L6","WTvsHET_in_Vehicle"
"Protein digestion and absorption","2/90",0.155849290516957,0.274744625550512,0,0,2.91558441558442,5.41968023039585,"ATP1A1;ATP1B1","L6","WTvsHET_in_Vehicle"
"Morphine addiction","2/92",0.16131866855278,0.281484615535973,0,0,2.85050505050505,5.20038605381483,"GNG3;GNAS","L6","WTvsHET_in_Vehicle"
"Phosphatidylinositol signaling system","2/98",0.17792567456348,0.307326165155101,0,0,2.6715367965368,4.6121127391912,"CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Th17 cell differentiation","2/102",0.18913975940929,0.323428988589885,0,0,2.56415584415584,4.27000941644541,"HSP90AA1;HSP90AB1","L6","WTvsHET_in_Vehicle"
"Protein export","1/28",0.197003081952055,0.333539871423776,0,0,4.7352449223417,7.69257539976343,"SEC62","L6","WTvsHET_in_Vehicle"
"Chemokine signaling pathway","3/197",0.199333404012861,0.334176589080385,0,0,1.98605215281989,3.20305815865273,"CDC42;GNG3;CX3CL1","L6","WTvsHET_in_Vehicle"
"Focal adhesion","3/199",0.203328789740567,0.337565272287738,0,0,1.9655862344938,3.13104316014482,"CDC42;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Circadian rhythm","1/30",0.209498698251628,0.343973593915889,0,0,4.40823136818687,6.89023205347216,"SKP1A","L6","WTvsHET_in_Vehicle"
"Proteoglycans in cancer","3/203",0.211375158964417,0.343973593915889,0,0,1.92588235294118,2.99305366843819,"CDC42;ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Glyoxylate and dicarboxylate metabolism","1/31",0.215673862271112,0.343973593915889,0,0,4.2610752688172,6.53643794270162,"MDH1","L6","WTvsHET_in_Vehicle"
"C-type lectin receptor signaling pathway","2/112",0.217550380134969,0.343973593915889,0,0,2.32987012987013,3.55380874222623,"CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Biosynthesis of unsaturated fatty acids","1/32",0.221801094523886,0.343973593915889,0,0,4.12341311134235,6.2097540475596,"SCD2","L6","WTvsHET_in_Vehicle"
"Citrate cycle (TCA cycle)","1/32",0.221801094523886,0.343973593915889,0,0,4.12341311134235,6.2097540475596,"MDH1","L6","WTvsHET_in_Vehicle"
"Pentose phosphate pathway","1/32",0.221801094523886,0.343973593915889,0,0,4.12341311134235,6.2097540475596,"ALDOA","L6","WTvsHET_in_Vehicle"
"Glutamatergic synapse","2/114",0.223281104822595,0.343973593915889,0,0,2.28803339517625,3.43050279100219,"GNG3;GNAS","L6","WTvsHET_in_Vehicle"
"SNARE interactions in vesicular transport","1/33",0.227880764688172,0.347925096086405,0,0,3.99435483870968,5.90738218095174,"VAMP2","L6","WTvsHET_in_Vehicle"
"Base excision repair","1/35",0.239898883181841,0.359848324772762,0,0,3.75901328273245,5.36613341834283,"HMGB1","L6","WTvsHET_in_Vehicle"
"Fructose and mannose metabolism","1/35",0.239898883181841,0.359848324772762,0,0,3.75901328273245,5.36613341834283,"ALDOA","L6","WTvsHET_in_Vehicle"
"Pyruvate metabolism","1/38",0.257578424902639,0.383007918768271,0,0,3.45370531822145,4.68471310535014,"MDH1","L6","WTvsHET_in_Vehicle"
"Relaxin signaling pathway","2/131",0.27230493300915,0.401415030556592,0,0,1.98479814758885,2.58189045908831,"GNG3;GNAS","L6","WTvsHET_in_Vehicle"
"Serotonergic synapse","2/132",0.275194378494236,0.402207168568499,0,0,1.96943056943057,2.54111214871747,"GNG3;GNAS","L6","WTvsHET_in_Vehicle"
"Ubiquitin mediated proteolysis","2/138",0.292514579232799,0.423898246176344,0,0,1.88197097020626,2.31339544457434,"ELOB;SKP1A","L6","WTvsHET_in_Vehicle"
"Insulin signaling pathway","2/139",0.295397036829342,0.424478094939642,0,0,1.86813916010996,2.27807416458308,"CALM1;CALM2","L6","WTvsHET_in_Vehicle"
"Apoptosis","2/141",0.301156928265048,0.429148622777694,0,0,1.84107259646828,2.20951502900583,"ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Ether lipid metabolism","1/47",0.308202526314801,0.435558942147364,0,0,2.77671809256662,3.26819208337848,"PAFAH1B1","L6","WTvsHET_in_Vehicle"
"Cocaine addiction","1/48",0.313611248520893,0.436659893683755,0,0,2.7175017158545,3.15121803912554,"GNAS","L6","WTvsHET_in_Vehicle"
"Cholesterol metabolism","1/49",0.31897795231632,0.436659893683755,0,0,2.66075268817204,3.0402646074924,"VDAC1","L6","WTvsHET_in_Vehicle"
"Arginine and proline metabolism","1/50",0.324302961975654,0.436659893683755,0,0,2.60631994733377,2.93491729206467,"CKB","L6","WTvsHET_in_Vehicle"
"Cysteine and methionine metabolism","1/50",0.324302961975654,0.436659893683755,0,0,2.60631994733377,2.93491729206467,"MDH1","L6","WTvsHET_in_Vehicle"
"Fatty acid degradation","1/50",0.324302961975654,0.436659893683755,0,0,2.60631994733377,2.93491729206467,"ACSL3","L6","WTvsHET_in_Vehicle"
"N-Glycan biosynthesis","1/50",0.324302961975654,0.436659893683755,0,0,2.60631994733377,2.93491729206467,"TUSC3","L6","WTvsHET_in_Vehicle"
"Endocytosis","3/269",0.350147014585369,0.467481504099051,0,0,1.44316674038036,1.51446231049757,"CDC42;HSPA8;UBB","L6","WTvsHET_in_Vehicle"
"Wnt signaling pathway","2/160",0.35534030236261,0.467481504099051,0,0,1.61811606115404,1.67423127513028,"PRICKLE1;SKP1A","L6","WTvsHET_in_Vehicle"
"Regulation of lipolysis in adipocytes","1/56",0.355395295513899,0.467481504099051,0,0,2.32129032258065,2.40143194362993,"GNAS","L6","WTvsHET_in_Vehicle"
"Ovarian steroidogenesis","1/57",0.360437321276387,0.469851633837229,0,0,2.27972350230415,2.32631467534989,"GNAS","L6","WTvsHET_in_Vehicle"
"Hepatitis B","2/163",0.363774208463966,0.469851633837229,0,0,1.58772283617004,1.60554011931194,"YWHAQ;YWHAZ","L6","WTvsHET_in_Vehicle"
"VEGF signaling pathway","1/58",0.365440159651178,0.469851633837229,0,0,2.23961516694963,2.25451473333828,"CDC42","L6","WTvsHET_in_Vehicle"
"RNA transport","2/167",0.374954596127388,0.478486835356592,0,0,1.54891774891775,1.51941138830623,"EEF1A1;EIF1","L6","WTvsHET_in_Vehicle"
"Long-term depression","1/61",0.380216564960949,0.481607648950536,0,0,2.12731182795699,2.05714091736087,"GNAS","L6","WTvsHET_in_Vehicle"
"Hepatocellular carcinoma","2/171",0.38605528503281,0.485407748092724,0,0,1.51194958887267,1.43903535774553,"ACTB;ACTG1","L6","WTvsHET_in_Vehicle"
"Aminoacyl-tRNA biosynthesis","1/66",0.404087951478387,0.504372552575213,0,0,1.96317617866005,1.77887854480564,"LARS2","L6","WTvsHET_in_Vehicle"
"Axon guidance","2/180",0.410711527686685,0.508925153872631,0,0,1.43484605282358,1.27681812060812,"CDC42;DPYSL2","L6","WTvsHET_in_Vehicle"
"Type I diabetes mellitus","1/69",0.417969925113906,0.510520408531985,0,0,1.87628083491461,1.63676570320787,"CPE","L6","WTvsHET_in_Vehicle"
"Cortisol synthesis and secretion","1/69",0.417969925113906,0.510520408531985,0,0,1.87628083491461,1.63676570320787,"GNAS","L6","WTvsHET_in_Vehicle"
"Adipocytokine signaling pathway","1/71",0.427045580395811,0.517906342182153,0,0,1.82248847926267,1.55069079567066,"ACSL3","L6","WTvsHET_in_Vehicle"
"Pancreatic cancer","1/75",0.444777181444862,0.535611957937123,0,0,1.72362685265911,1.39645117163448,"CDC42","L6","WTvsHET_in_Vehicle"
"ECM-receptor interaction","1/83",0.478621019392404,0.572337023189518,0,0,1.55483870967742,1.14567697303334,"SV2B","L6","WTvsHET_in_Vehicle"
"Peroxisome","1/84",0.482704713665388,0.573211847477649,0,0,1.53602798289934,1.1187662442458,"ACSL3","L6","WTvsHET_in_Vehicle"
